,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,trailingPE,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,fiftyTwoWeekLow,bid,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,earningsQuarterlyGrowth,pegRatio,shortPercentOfFloat,regularMarketPrice,forwardPE,trailingAnnualDividendYield,payoutRatio,trailingAnnualDividendRate,dividendRate,fiveYearAvgDividendYield,dividendYield,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,EPS next 5Y,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Sales past 5Y,Gross Margin,52W Low,Sales Q/Q,Oper. Margin,EPS Q/Q,Profit Margin,Payout,SMA20,SMA50,SMA200,Inst Own,Dividend %,Avg Volume
FREQ,18.91,19.99,19.507753,22.715,18.91,20.898235,19.99,,19.5748,,16.870335,19.5748,22.57,28.78,11.17,22.26,22.715,9.908,-0.38015997,-23.705,0.38029194,-0.43,-25.04,0.1155,0.44417,-10.293,0.11441445,,0.16073999,33.54,,,0.1272,19.99,-52.162792,,,,,,,743550000000.0,0.1861,0.026000000000000002,31070000000.0,0.263,0.612,-0.1231,26130000000.0,0.0233,-18100000000.0,0.1487,0.11869999999999999,44700000000.0,-0.033,0.3154,0.371,-0.08900000000000001,,,-0.166,0.27949999999999997,,-0.124,-0.2206,,0.642,1.0081,,-0.439,0.523,-0.40399999999999997,,0.1142,0.0536,0.12869999999999998,0.495,,
FSLY,76.04,,52.976883,83.66,76.04,86.94853,,,80.3,,35.56351,80.3,83.5,117.79,10.63,83.13,83.66,31.039,-0.21389,-208.146,1.7186272,0.04,5.162,0.0774,0.42012,-0.55,0.11441445,16.131344,0.115930006,0.61,,-91.78,0.0999,,2081.75,,,,,,,9520000000.0,0.0951,0.02,99840000000.0,0.028999999999999998,2.333,-0.5488000000000001,82550000000.0,0.0443,-52700000000.0,0.0987,0.602,246300000000.0,-1.2109999999999999,0.3418,6.481599999999999,-0.133,1.8674000000000002,0.3,-0.16,3.1489999999999996,,-0.16399999999999998,-0.29309999999999997,,0.575,6.8335,0.617,-0.21600000000000003,0.157,-0.214,,-0.024300000000000002,-0.0363,0.9258,0.619,,11670000000.0
GBT,52.76,53.58,65.146736,56.29,52.76,63.408382,53.58,1.745261,52.92,,72.20279,52.92,56.98,87.54,39.95,56.06,56.29,59.837,,-9.546,-0.007150948,-1.29,8.084,0.143,1.0183799,-4.726,0.11441445,6.9470563,0.02479,13.05,,-0.41,0.16520001,53.58,-43.534885,,,,,,,3480000000.0,0.0644,0.017,61120000000.0,-0.0481,0.625,-0.1301,54430000000.0,-0.09300000000000001,-286400000000.0,0.1612,-0.1103,47700000000.0,-0.34299999999999997,0.0021,0.3461,-0.384,0.0392,0.37,-0.508,-0.29350000000000004,-0.332,-0.431,-0.35850000000000004,,0.988,0.4058,,,0.147,,,-0.0859,-0.1465,-0.1772,,,
GCO,21.76,22.11,18.883333,24.3,21.76,18.42853,22.11,1.660535,21.98,,0.1913502,21.98,24.12,53.2,5.52,24.03,24.3,0.55,-0.052699998,23.735,-0.48141086,3.62,30.67,0.1337,1.1073899,-6.996,0.11441445,0.7844799,0.05786,6.76,,-0.76,0.19780001,22.11,6.646409,,,,,,,338280000000.0,0.1057,0.057999999999999996,14180000000.0,0.1201,2.316,-0.0297,13480000000.0,0.2942,-99100000000.0,0.1456,0.08529999999999999,1890000000.0,0.452,-0.0693,0.4689,,-0.43939999999999996,0.1,,-0.4979,-0.012,0.099,-0.5477000000000001,-0.051,0.461,3.3626,-0.196,,,,,0.23370000000000002,0.3098,-0.08990000000000001,0.991,,
H,55.11,55.42,53.95623,59.29,55.11,54.13853,55.42,1.421404,55.42,21.982151,3.4502094,55.42,,94.98,24.02,59.25,59.29,4.04,0.16041,32.261,-0.2745821,-1.64,34.506,0.0334,1.06212,2.689,0.11441445,1.7130355,0.02782,3.29,,-3.57,0.145,55.42,-36.042683,0.010524405,0.2348,0.58,,,,6140000000.0,0.0726,0.015,101270000000.0,-0.0147,0.618,-0.0029,36850000000.0,0.08380000000000001,278000000000.0,0.0917,0.066,3730000000.0,0.075,0.0014000000000000002,0.19149999999999998,0.033,-0.2351,0.037000000000000005,0.075,-0.3411,0.265,-0.003,-0.37770000000000004,0.026000000000000002,0.445,1.4609,-0.8059999999999999,-0.061,-3.898,0.07400000000000001,0.222,0.0475,0.11130000000000001,-0.0746,0.987,,
HQY,51.56,51.62,55.575905,54.93,51.56,55.502205,51.62,1.392419,51.57,,5.8144712,51.57,54.9,88.78,34.4,54.79,54.93,6.619,-0.0274,23.646,-0.16905719,1.72,17.436,0.059299998,1.0047799,-0.279,0.11441445,3.142349,0.025190001,7.03,,1.89,0.069299996,51.62,31.85465,,,,,,,4510000000.0,0.0626,0.009000000000000001,76870000000.0,-0.0629,0.1234,-0.1467,75350000000.0,-0.0623,-19800000000.0,0.0605,-0.1005,724400000000.0,-0.503,0.0054,0.24100000000000002,-0.008,-0.09359999999999999,0.175,-0.018000000000000002,-0.26030000000000003,0.2,0.015,-0.3829,0.434,0.579,0.5927,1.032,0.021,-1.0070000000000001,-0.027000000000000003,,-0.0354,-0.0256,-0.09789999999999999,0.938,,
ICHR,19.9,20.3,24.742573,21.375,19.9,27.829853,20.3,2.287311,20.3,25.603865,0.61946464,20.3,21.63,39.83,13.68,21.2,21.375,0.785,0.024300002,12.099,-0.24219346,2.95,10.415,0.0497,0.94825,0.828,0.11441445,2.0355258,0.03401,3.35,19.271,0.23,0.060500003,20.3,7.186441,,,,,,,500960000000.0,0.0653,0.018000000000000002,22840000000.0,-0.09519999999999999,0.2775,-0.35100000000000003,22660000000.0,-0.2862,19100000000.0,0.0504,-0.056900000000000006,785400000000.0,-0.7959999999999999,-0.009000000000000001,0.048499999999999995,0.034,-0.1868,0.3826,0.085,-0.3628,0.988,0.054000000000000006,-0.4677,0.2,0.133,0.5497,0.5920000000000001,0.03,19.271,0.024,0.0,-0.1724,-0.24059999999999998,-0.23129999999999998,0.927,,
INSM,28.36,28.71,24.46442,31.12,28.36,27.86706,28.71,2.656633,28.71,,18.786129,28.71,30.33,34.94,12.09,30.33,31.12,16.071,-1.47539,-12.442,0.4871527,-1.94,3.996,0.1145,0.98282,-2.651,0.11441445,7.595095,0.0125899995,16.19,,,0.1535,28.71,-15.64433,,,,,,,3120000000.0,0.0702,0.008,96630000000.0,0.1056,0.26,-0.0682,94680000000.0,0.0759,-241900000000.0,0.12269999999999999,0.069,163900000000.0,0.287,0.1588,0.9555,-0.315,0.6126,,-0.8220000000000001,0.2709,-0.10400000000000001,-0.382,-0.13140000000000002,,0.795,1.5103,0.41700000000000004,,0.213,,,0.08900000000000001,0.0974,0.22940000000000002,0.9828,,
IOVA,31.7,,31.192173,35.87,31.7,30.000587,,1.028428,,,,,35.3,41.49,17.67,33.89,35.87,,,-15.511,0.49881804,-2.02,5.178,0.0994,1.04882,-1.927,0.11441445,6.8076477,0.0064499998,15.2,,0.86,0.1066,,-17.450495,,,,,,,5160000000.0,0.11199999999999999,0.002,133160000000.0,0.1501,0.0,0.0,101920000000.0,0.2299,-245700000000.0,0.1429,0.177,,-0.251,0.1143,0.804,-0.532,0.6441,,-0.594,0.2735,-0.27,,-0.15039999999999998,,,0.9948999999999999,,,-0.23,,,0.158,0.1809,0.20199999999999999,,,1420000000.0
ITCI,27.65,28.53,20.100761,31.28,27.65,20.33603,28.53,1.670568,28.3,,672.9003,28.3,31.08,43.56,6.75,30.6,31.28,484.601,,-7.718,1.8271985,-2.87,5.683,0.0794,0.69587,-3.084,0.11441445,5.3668838,0.06066,9.25,,,0.091000006,28.53,-10.627178,,,,,,,2300000000.0,0.10310000000000001,0.006999999999999999,66430000000.00001,0.6898000000000001,0.205,-0.07339999999999999,63200000000.0,0.542,-186600000000.0,0.08449999999999999,0.4147,3100000000.0,0.055999999999999994,0.018500000000000003,1.3607,-0.513,2.0684,,-0.606,-0.111,-0.201,,-0.2998,,0.935,3.5185000000000004,,,-0.413,,,0.498,0.4326,0.47700000000000004,0.8009999999999999,,1700000000.0
KOD,49.06,50.22,53.07203,52.75,49.06,48.708824,50.22,,50.22,,,50.22,52.73,82.75,13.39,50.76,52.75,,,-21.78,1.7922597,-4.44,6.972,0.0716,0.84181,-1.881,0.11441445,7.5358577,0.20673999,15.97,,-1.5,0.1325,50.22,-11.833333,,,,,,,2370000000.0,0.0709,0.004,44970000000.0,0.1059,-0.675,3.4485,34009999999.999996,0.09,-78400000000.0,0.0941,-0.166,,-0.114,0.045,0.3028,-0.24100000000000002,2.505,0.124,-0.301,-0.2698,,,-0.3651,,,2.9238,,,-0.894,,,0.0599,0.0739,-0.0659,0.863,,
KSS,21.33,21.68,20.955362,23.4,21.33,21.09853,21.68,1.685618,21.59,,0.21323168,21.59,23.29,59.28,10.89,23.2,23.4,0.501,-0.0061299996,7.543,-0.5985319,1.73,30.614,0.184,1.00664,-0.702,0.11441445,0.76337624,0.0114,2.87,-0.805,0.47,0.2094,21.68,13.508671,0.09582747,,2.044,,5.27,,3780000000.0,0.0956,0.009000000000000001,157780000000.0,0.050300000000000004,1.5230000000000001,0.0125,156080000000.0,0.0264,-106000000000.0,0.18600000000000003,0.0259,17290000000.0,-0.099,-0.1355,0.1857,-0.006999999999999999,-0.5565,-0.1392,-0.021,-0.5413,0.006,0.102,-0.6058,0.01,0.368,1.146,-0.231,0.001,-0.8,-0.006,,0.1025,0.10339999999999999,-0.1932,0.85,,9170000000.0
KURA,27.38,27.79,15.736413,29.96,27.38,21.582941,27.79,2.431187,27.55,,,27.55,29.11,29.96,6.35,29.1,29.96,,,-15.609,0.67461765,-1.9,5.735,0.072399996,0.73713994,-1.576,0.11441445,5.081081,0.13022,6.36,,-0.83,0.0865,27.79,-15.336842,,,,,,,1610000000.0,0.0643,0.001,51630000000.0,0.20809999999999998,-0.152,-0.8015000000000001,49120000000.0,0.3765,-74000000000.0,0.083,0.7243,,0.124,0.3235,2.9008999999999996,-0.275,0.8178,0.1993,-0.302,1.1193,-0.429,,0.0407,,,3.589,,,-0.034,,,0.22769999999999999,0.4376,0.9387000000000001,0.941,,
MAXR,22.89,23.31,15.756956,25.46,22.89,23.415588,23.31,1.321627,23.26,5.504348,0.93810517,23.26,25.5,28.12,6.8,25.4,25.46,2.373,0.16799,11.045,1.265084,4.99,14.843,0.1244,0.93869,4.6,0.11441445,1.7058545,0.01471,4.71,1.068,1.25,0.1251,23.31,5.0741487,0.001747488,,0.04,0.04,3.29,0.0017,1550000000.0,0.1057,0.022000000000000002,60600000000.0,0.0702,0.04,0.0022,59890000000.0,-0.0843,-66000000000.0,0.1265,0.6537999999999999,1640000000.0,1.092,0.015300000000000001,1.8546,,1.7582,0.0518,,0.6158,0.011000000000000001,0.07200000000000001,-0.09960000000000001,-0.045,0.43,2.7235,0.066,,-1.0,,,0.0179,0.19510000000000002,0.6026,0.802,0.0016,1500000000.0
MGNX,26.87,28.01,19.162247,30.39,26.87,26.777353,28.01,2.603121,,,20.206478,,35.32,32.18,4.04,28.5,30.39,16.057,-2.13987,-7.885,1.015754,-2.38,4.643,0.0682,0.94183,-3.385,0.11441445,6.2653456,0.074200004,8.51,,0.03,0.0793,28.01,-12.222689,,,,,,,1580000000.0,0.08259999999999999,0.018000000000000002,50020000000.0,0.09939999999999999,0.344,-0.051100000000000007,49240000000.0,0.0464,-166600000000.0,0.07490000000000001,0.3115,77900000000.0,0.24600000000000002,0.14529999999999998,5.4644,-0.53,1.224,,-0.721,1.6737,-0.177,-0.768,-0.096,0.061,,6.2005,0.915,,-0.441,,,0.0852,0.06480000000000001,0.7656000000000001,0.963,,
MLHR,22.69,23.18,23.37413,24.7,22.69,23.978235,23.18,1.565774,23.1446,,0.5802826,23.1446,24.6,49.87,14.39,24.52,24.7,0.718,-0.00366,6.622,-0.49057025,2.17,10.937,0.0464,0.89362997,-0.154,0.11441445,2.2410166,0.0063300002,4.72,,0.25,0.052699998,23.18,11.29493,0.027765535,,0.63,,2.14,,1410000000.0,0.0802,0.004,58770000000.0,0.0443,0.245,0.278,58460000000.0,-0.008100000000000001,-9100000000.0,0.0467,-0.0113,2490000000.0,-1.058,-0.0199,0.2576,-0.005,-0.4501,,-0.012,-0.4115,-0.159,-0.036000000000000004,-0.5085999999999999,0.03,0.366,0.7033,-0.29100000000000004,-0.015,-4.978,-0.004,,0.0282,0.0455,-0.16399999999999998,0.863,,
MRSN,18.65,22.34,14.761666,24.6,18.65,18.88353,22.34,2.435353,21.565,,1063.4286,21.565,24.21,24.97,1.32,24.17,24.6,591.836,,-14.368,8.815789,-1.31,4.001,0.0853,0.64255995,-1.369,0.11441445,6.04099,0.0128,10.45,,,0.106300004,22.34,-18.450382,,,,,,,1630000000.0,0.29600000000000004,0.008,60750000000.0,0.49200000000000005,0.08199999999999999,,45170000000.0,0.3215,-69800000000.0,0.1292,0.1401,1700000000.0,0.768,0.643,3.4842,-0.439,11.9946,,-0.5489999999999999,3.2182,,-0.361,-0.032,,,17.3106,3.0,,0.09,,,0.32939999999999997,0.21420000000000003,0.9989,0.9620000000000001,,
MRTX,132.11,,106.60246,146.98,132.11,135.94676,,1.801003,139.685,,3644.785,139.685,145.09,153.39,66.01,,146.98,2940.926,,-17.137,0.5267538,-8.82,13.601,0.1078,1.00546,-7.161,0.11441445,10.715389,0.09319,13.75,,,0.1233,,-16.523811,,,,,,,6550000000.0,0.1032,0.075,43830000000.0,0.0529,-0.07400000000000001,-0.17300000000000001,40850000000.0,0.057,-296200000000.0,0.1176,0.3599,1800000000.0,-0.787,0.0043,1.0781,-0.52,0.7036,,-0.57,0.131,-0.11900000000000001,,-0.0499,,,1.2078,,,-0.49700000000000005,,,0.0183,0.11449999999999999,0.38630000000000003,,,
MYOK,115.5,117.995,84.45938,124.98,115.5,103.48235,117.995,2.176808,116.78,,,116.78,,126.301,42.65,,124.98,,,-15.445,1.1645427,-6.91,17.155,0.099,1.07995,-7.073,0.11441445,7.2212176,0.03787,15.2,,-0.39,0.24200001,117.995,-17.92764,,,,,,,6500000000.0,0.0726,0.002,49880000000.0,0.0933,-0.196,-0.4275,49280000000.0,0.21850000000000003,-334000000000.0,0.1065,0.2876,,-2.499,0.1195,1.8478,-0.5579999999999999,1.2953000000000001,0.509,-0.631,0.6997,-0.52,,-0.0192,,,1.9046,,,-0.5379999999999999,,,0.1573,0.2371,0.5516,,,
NOVA,23.26,23.7,17.32942,25.07,23.26,24.703236,23.7,,23.23,,14.869087,23.23,,29.61,6.12,24.98,25.07,27.289,-1.0600901,139.606,1.262646,0.02,7.461,0.0218,0.9451,-9.366,0.11441445,3.3480766,0.082229994,1.31,,-0.03,0.0561,23.7,,,,,,,,2220000000.0,0.0739,0.003,84030000000.0,0.16510000000000002,0.991,-0.9833,42700000000.0,-0.1142,-151400000000.0,0.0435,0.38159999999999994,142800000000.0,-1.646,0.0285,1.7694,-0.059000000000000004,1.4347,,-0.24,1.2384,,-0.016,-0.1564,,0.603,3.0817,0.237,-0.242,0.588,,,0.0545,0.0783,0.5751,0.9079999999999999,,1220000000.0
NTLA,19.26,19.78,17.563732,21.44,19.26,19.878677,19.78,1.679824,19.78,,24.21714,19.78,21.84,25.56,9.18,20.95,21.44,14.148,-2.28872,-6.234,0.3155738,-3.04,5.987,0.18530001,0.76405,-2.301,0.11441445,3.4934025,0.19017,15.62,,-0.26,0.2592,19.78,-6.879935,,,,,,,1210000000.0,0.0859,0.009000000000000001,53370000000.0,0.1542,-0.23600000000000002,-0.0755,48950000000.0,0.0197,-116100000000.0,0.2223,0.0318,50700000000.0,-0.063,0.2173,1.2156,-0.312,0.4677,0.3,-0.406,0.4257,-0.506,,-0.18170000000000003,,,1.2783,0.46799999999999997,,-0.083,,,0.0388,0.015700000000000002,0.2487,0.83,,
NVAX,95.45,96.38,65.602974,106.4,95.45,130.88647,96.38,1.502787,94.26,,128.94994,94.26,108.5,189.4,3.54,108.4,106.4,116.946,-1.85632,-66.076,11.608982,21.75,3.015,0.1384,0.13891,-2.402,0.11441445,35.09121,0.0036300002,0.98,,,0.1389,96.38,4.864368,,,,,,,6310000000.0,0.1084,0.006999999999999999,58620000000.0,0.13849999999999998,1.3944999999999999,-0.3147,55240000000.0,-0.20620000000000002,-93300000000.0,0.1535,1.0717,50200000000.0,0.449,1.5263999999999998,14.3111,-0.233,15.740499999999999,0.0,1.733,25.5829,0.055999999999999994,,-0.4414,-0.095,,28.886999999999997,9.441,,0.823,,,-0.0867,-0.159,1.25,0.53,,7900000000.0
NVCR,89.26,90.33,68.76927,98.42,89.26,78.72,90.33,1.579219,90.17,872.32135,24.14525,90.17,98.04,98.841,53.4,96.8,98.42,21.611,0.02884,596.16,0.1294446,0.31,2.651,0.0325,0.70476997,0.112,0.11441445,36.854015,0.16,5.69,,8.57,0.0376,90.33,315.1613,,,,,,,9670000000.0,0.0946,0.015,100720000000.0,0.2212,0.8046,-0.1877,84420000000.0,0.2833,500000000.0,0.038900000000000004,0.49570000000000003,409000000000.0,0.893,-0.0192,0.6397999999999999,0.024,0.2322,,0.051,0.1594,0.402,0.002,-0.0115,0.867,0.7609999999999999,0.8295999999999999,0.337,0.018000000000000002,2.166,0.028999999999999998,0.0,0.2014,0.32939999999999997,0.3179,0.6920000000000001,,
NVTA,32.53,33.14,22.48384,35.31,32.53,32.161766,33.14,2.250836,33.14,,19.891499,33.14,35.44,37.22,7.415,34.8,35.31,17.97,-1.80308,-12.999,0.49288654,-1.59,3.536,0.1599,0.76773,-4.018,0.11441445,9.937782,0.03338,8.58,,-1.27,0.1607,33.14,-22.100628,,,,,,,4670000000.0,0.0802,0.016,129020000000.00002,0.094,0.506,-0.1441,106700000000.0,0.1354,-420500000000.0,0.1979,1.0598,233200000000.0,-0.374,0.32380000000000003,2.5423,-0.505,0.6208,0.08,-1.069,1.1784999999999999,-0.12300000000000001,-0.34600000000000003,-0.0559,1.6680000000000001,0.34700000000000003,3.739,-0.136,,-1.4069999999999998,,,0.0521,0.0868,0.6356,0.914,,3130000000.0
OSTK,65.15,,36.057465,75.9,65.15,89.78824,,4.452062,67.4,,1.7479138,67.4,75.69,128.5,2.53,75.69,75.9,1.319,-0.02046,-62.92,2.2987342,0.17,3.457,0.112799995,0.44951,-1.026,0.11441445,21.906279,0.01669,0.6,,165.56,0.1142,,445.4706,,,,,,,3680000000.0,0.1624,0.009000000000000001,40330000000.0,0.12359999999999999,0.9444,0.18100000000000002,38170000000.0,-0.2028,-38900000000.0,0.1264,2.4947,1850000000.0,0.494,0.423,27.577399999999997,-0.081,2.0377,0.05,-0.33899999999999997,9.7418,-0.63,-1.136,-0.4107,-0.005,0.217,28.9328,1.094,-0.027999999999999997,2.2159999999999997,-0.021,,-0.2004,-0.0038,1.771,0.593,,6450000000.0
PENN,59.19,60.22,29.535072,65.93,59.19,49.642353,60.22,2.83612,59.41,,2.337492,59.41,65.93,65.93,3.75,65.68,65.93,4.584,-0.21157,29.429,1.8361282,1.07,10.846,0.1074,0.90691,-7.363,0.11441445,6.042781,0.06624,1.73,,-0.23,0.1195,60.22,61.252335,,,,,,,9520000000.0,0.1073,0.005,137630000000.0,0.21030000000000001,1.167,-0.2751,129910000000.0,0.2285,-871100000000.0,0.11380000000000001,1.0773000000000001,4120000000.0,-0.6,0.2382,6.6745,-0.061,2.1329,0.4264,-0.534,1.5641999999999998,0.166,0.061,-0.0038,0.154,0.44,16.4773,-0.769,-0.13,-4.851,-0.212,,0.17679999999999998,0.4894,1.2521,0.904,,9520000000.0
PFSI,53.81,54.4,36.940216,57.89,53.81,50.337646,54.4,1.20457,54.4,5.027894,1.4004385,54.4,57.95,57.89,13.14,57.75,57.89,7.723,0.31294,,0.72633946,9.53,34.263,0.040900003,0.45589,11.472,0.11441445,1.6834486,0.39721,3.55,3.851,0.16,0.0959,54.4,6.052466,0.008920275,0.0313,0.48,0.6,,0.0112,4110000000.0000005,0.0719,0.047,77790000000.0,0.141,-0.3845,-0.2502,40150000000.0,0.19399999999999998,933100000000.0,0.0738,0.3926,3230000000.0,0.887,-0.0901,1.6506999999999998,0.07,0.9137000000000001,0.2073,0.423,0.6945,0.588,0.049,0.0302,0.308,0.927,3.3912999999999998,1.114,0.391,3.785,0.289,0.03,0.13,0.2094,0.5958,0.542,0.0104,
PGNY,25.86,26.19,24.620218,,25.86,28.25794,26.19,,26.12,,9.331977,26.12,27.91,36.5,13.29,,,7.84,-0.038110003,256.7,0.6223339,0.31,-9.676,0.0363,0.6152,-0.991,0.11441445,,0.20391001,3.22,,3.73,0.25059998,26.19,90.03226,,,,,,,2460000000.0,0.0793,0.025,85280000000.0,0.0364,3.0,-0.7872,51770000000.0,-0.044800000000000006,-10400000000.0,0.0603,0.23440000000000003,271899999999.99997,0.243,0.3872,0.42469999999999997,-0.071,,0.6925,-0.157,0.0168,,0.085,-0.2353,,0.19399999999999998,1.1001,-0.375,0.023,-1.432,-0.038,,-0.0294,0.0127,0.07519999999999999,0.613,,
PHR,28.15,28.44,26.913116,30.16,28.15,30.263529,28.44,,28.44,,8.511518,28.44,30.05,34.85,16.01,,30.16,7.574,-0.13865,-115.375,0.03302753,-0.22,2.579,0.0182,0.93441004,-0.505,0.11441445,11.651803,0.102180004,2.27,,,0.0239,28.44,-136.59091,,,,,,,1160000000.0,0.0675,0.07,37740000000.0,-0.030600000000000002,0.366,-0.0482,35080000000.0,-0.0154,-18600000000.0,0.0196,-0.006,134100000000.0,-2.501,0.0634,0.6611,-0.11699999999999999,0.1084,,-0.185,0.128,,-0.11599999999999999,-0.1377,,0.6559999999999999,0.877,0.136,-0.136,0.9840000000000001,-0.139,,-0.0196,0.008100000000000001,0.0891,0.9620000000000001,,
PLCE,24.5,24.68,31.417898,26.78,24.5,24.240294,24.68,1.83612,24.54,,0.23234151,24.54,26.53,,9.25,26.4,26.78,0.594,-0.05666,21.009,-0.7121372,2.26,4.218,0.4356,1.4702699,-6.308,0.11441445,6.275486,0.0364,3.78,,0.39,0.79620004,24.68,11.712389,0.045714285,,1.12,,2.01,,386990000000.0,0.08039999999999999,0.057,14630000000.0,0.1297,1.766,0.059699999999999996,13720000000.0,-0.035699999999999996,-94200000000.0,0.4631,-0.42310000000000003,1660000000.0,-0.21899999999999997,-0.1189,-0.0758,-0.078,-0.7173999999999999,,-0.574,-0.5766,0.125,0.2,-0.7229000000000001,0.012,0.248,1.8616,-0.12300000000000001,-0.09,,-0.057,,0.17120000000000002,-0.0192,-0.3674,0.95,,1270000000.0
PTCT,45.6,46.39,48.80232,48.86,45.6,48.273678,46.39,1.163879,46.02,,10.593405,46.02,48.73,59.89,30.792,27.5,48.86,9.507,-1.38672,-8.822,0.061205387,-3.3,8.514,0.0842,0.99316,-6.943,0.11441445,5.7223396,0.0321,6.18,,0.91,0.0863,46.39,-14.763637,,,,,,,3350000000.0,0.0684,0.004,65150000000.00001,0.015,0.384,-0.5217,62070000000.0,-0.015600000000000001,-431800000000.0,0.0919,-0.0104,311400000000.0,-0.5539999999999999,0.0666,0.5051,-0.275,0.1367,-0.0951,-0.732,0.0144,-0.075,-0.278,-0.1865,0.648,0.9490000000000001,0.5821999999999999,-0.12,,-2.7260000000000004,,,0.0034999999999999996,-0.0216,-0.0178,0.9932,,
PTGX,19.89,20.34,13.709022,21.89,19.89,18.944118,20.34,1.471108,20.13,,49.530796,20.13,21.72,22.824,4.47,,21.89,31.694,,-7.407,0.3793342,-2.25,4.551,0.052600004,0.9001,-2.551,0.11441445,4.7330256,0.03155,5.87,,,0.060100004,20.34,-9.573334,,,,,,,852120000000.0,0.083,0.012,32799999999.999996,0.049699999999999994,0.114,-0.0052,21460000000.0,0.23440000000000003,-73400000000.0,0.0902,0.3379,16700000000.0,-0.713,0.4132,2.1584,-0.439,0.4534,,-0.7240000000000001,2.0553,-0.313,-0.889,-0.056299999999999996,,,3.8188,,,0.499,,,0.0472,0.1784,0.8217,0.9001,,
PVH,67.07,67.8,49.466957,71.95,67.07,54.905293,67.8,2.165551,67.67,,0.625652,67.67,71.45,108.06,28.4,71.57,71.95,1.102,-0.12404,18.524,-0.25987643,5.73,64.475,0.052800003,1.08119,-13.92,0.11441445,1.107406,0.011089999,3.56,,5.11,0.069699995,67.8,12.460733,0.0016848069,0.0134000005,0.113,,,,5070000000.0,0.0646,0.013999999999999999,71100000000.0,0.1258,3.0069999999999997,0.0,70290000000.0,0.3318,-1006400000000.0,0.053399999999999996,0.4232,8109999999.999999,-0.401,-0.0096,0.7521,-0.076,-0.212,-0.045599999999999995,-0.193,-0.321,0.012,0.062,-0.3393,0.038,0.537,1.5141,-0.331,-0.129,-1.281,-0.124,,0.24280000000000002,0.3588,0.1152,,,1490000000.0
RCKT,23.08,23.46,20.098696,24.75,23.08,25.554707,23.46,1.640686,23.46,,,23.46,25.25,29.14,9.01,23.56,24.75,,,-12.696,0.6162466,-1.97,4.831,0.1716,0.95489,-1.679,0.11441445,5.0838337,0.050430004,33.74,,-1.16,0.2697,23.46,-12.467005,,,,,,,1390000000.0,0.0641,0.021,55160000000.0,0.0739,-0.042,0.0008,50210000000.0,-0.141,-88800000000.0,0.1887,0.2608,,0.16699999999999998,0.0174,1.3038999999999998,-0.254,0.6617000000000001,0.10800000000000001,-0.325,0.0791,0.146,,-0.1572,,,1.7259,,,-0.19699999999999998,,,-0.0319,-0.015300000000000001,0.18489999999999998,0.997,,
RGNX,27.01,27.28,35.201885,28.78,27.01,31.498823,27.28,0.90011,27.17,,17.640097,27.17,28.6,54.97,20.03,28.57,28.78,12.349,-2.2223501,-5.068,-0.32356626,-2.26,10.669,0.1228,0.92367,-3.642,0.11441445,2.6872249,0.14834,14.88,,-4.7,0.19469999,27.28,-12.685841,,,,,,,1100000000.0,0.061500000000000006,0.005,37260000000.0,0.0092,0.231,-0.1637,31830000000.0,-0.1333,-134800000000.00002,0.14400000000000002,-0.2211,60700000000.0,-1.9469999999999998,0.0182,0.1319,-0.281,-0.2439,0.02,-0.311,-0.3002,-0.685,-0.325,-0.47840000000000005,0.419,0.763,0.4314,1.101,,,,,-0.035,-0.1456,-0.2515,0.927,,
SFIX,26.95,27.29,21.220978,29.04,26.95,24.276617,27.29,2.717625,26.85,,1.7380803,26.85,28.81,30.44,10.9,28.41,29.04,1.581,-0.0091,-176.441,0.24826312,-0.14,4.108,0.2185,0.88293,-0.152,0.11441445,7.0131454,0.04231,,,-4.28,0.3989,27.29,-205.7857,,,,,,,3070000000.0,0.069,0.02,102650000000.0,0.0975,0.632,1.9731999999999998,54580000000.0,0.2249,-15500000000.0,0.4108,0.2389,1700000000.0,-0.255,0.0909,1.3576,-0.021,0.39380000000000004,0.1656,-0.037000000000000005,0.12279999999999999,,0.075,-0.0535,,0.43799999999999994,1.6431,-0.091,-0.021,-5.856,-0.009000000000000001,,0.1373,0.14859999999999998,0.2873,0.9470000000000001,,2180000000.0
