,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiftyTwoWeekLow,bid,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,shortPercentOfFloat,regularMarketPrice,trailingAnnualDividendYield,payoutRatio,trailingAnnualDividendRate,dividendRate,trailingPE,fiveYearAvgDividendYield,dividendYield,pegRatio,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Gross Margin,52W Low,Sales Q/Q,EPS Q/Q,Avg Volume,SMA20,SMA50,SMA200,Sales past 5Y,Oper. Margin,Profit Margin,EPS next 5Y,Dividend %,Payout
WORX,1.52,1.6,4.3927174,2.39,1.52,3.5617144,1.6,,1.53,3.2074993,1.53,1.79,14.88,,1.36,1.75,2.39,2.707,-2.067,-0.571831,,0.651,0.0106,0.01283,-1.045,0.15022206,2.8571427,0.30788,0.21,0.012,1.6,,-1.45381,,,,,,,,17129999999.999998,0.2237,0.175,9070000000.0,0.056799999999999996,,7750000000.0,-0.6768000000000001,-8000000000.0,0.02,0.013000000000000001,-0.2619,5500000000.0,0.612,2.4624,-0.34740000000000004,-0.764,-0.6793,-1.161,-0.3519,,-1.6480000000000001,-0.875,0.3676,0.0,-0.08900000000000001,-0.0296,-0.33770000000000006,-0.3489,0.0,0.171,,,,6860000000.0,,,
,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiftyTwoWeekLow,bid,dayHigh,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,shortPercentOfFloat,regularMarketPrice,priceToSalesTrailing12Months,enterpriseToRevenue,trailingPE,profitMargins,earningsQuarterlyGrowth,pegRatio,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,EPS this Y,Perf Half Y,ROA,Perf Year,ROE,Perf YTD,52W High,52W Low,EPS Q/Q,SMA20,SMA50,SMA200,Sales,Inst Trans,EPS past 5Y,ROI,Sales past 5Y,Gross Margin,Sales Q/Q,EPS next 5Y,Oper. Margin,Profit Margin,Payout,Avg Volume
ARTL,0.9125,0.9,1.1504058,1.0597,0.9125,1.0735428,0.9,1.046382,0.9,0.9,1.02,4.423,-0.63414633,0.61,0.99,1.0597,-16.266,-0.64379215,-1.64,0.864,0.0152,0.00235,-1.35,0.11026919,1.2037036,0.14553,0.13,0.0178,0.9,,,,,,,4920000000.0,0.1576,0.071,3470000000.0,0.1183,0.006,0.0,3350000000.0,-0.1545,-4500000000.0,0.003,0.020499999999999997,-0.218,-3.361,0.029300000000000003,-0.909,-0.5574,-1.031,-0.6148,-0.7648999999999999,0.7049,-0.638,0.0492,-0.07,-0.3068,,,,,,,,,,,,
ASTC,1.71,2.04,2.5613043,2.55,1.71,2.632857,2.04,,1.92,1.92,2.01,7.75,-3.0294116,0.98,1.97,2.55,-1.834,-0.21559632,-0.68,0.08,0.0112,0.10584,-1.31,0.11026919,25.75,0.31216,0.19,0.0172,2.04,31.978374,28.851,,,,,16290000000.0,0.2047,0.3122,6110000000.0,0.024900000000000002,,0.0,5090000000.0,-0.3563,-8000000000.0,0.13,0.0166,-0.3333,0.5329999999999999,0.24100000000000002,-1.5930000000000002,-0.04190000000000001,-4.614,0.1444,-0.7342,1.102,-0.32799999999999996,-0.1458,-0.2332,-0.1284,400000000.0,0.0576,-0.019,-2.8,-0.005,0.061,,,,,,
AVCO,1.22,1.21,1.5494637,1.43,1.22,1.5561428,1.21,0.40593,1.2,1.2,1.38,2.65,,0.5,1.26,1.43,-6.461,-0.47863245,,0.06,0.0119,0.03458,-0.204,0.11026919,23.5,0.68584,2.56,0.0359,1.21,80.208885,70.975,,,,,119990000000.0,0.1557,0.324,78890000000.0,0.0682,,0.0,26570000000.0,-0.21230000000000002,-15600000000.0,0.034,0.0359,-0.17059999999999997,-1.228,0.3178,-1.48,-0.3677,-3.0989999999999998,-0.26940000000000003,-0.4679,1.82,0.331,-0.057,-0.1261,-0.12380000000000001,1500000000.0,-0.0373,,-2.517,,0.22,-0.25,,,,,
EGAN,11.14,11.5,9.377029,13.4471,11.14,11.17,11.5,0.799331,11.35,11.35,14.25,14.85,55.125,4.8,13.05,13.4471,37.528,0.35030305,0.24,1.127,0.0106,0.50783,0.23,0.11026919,11.73913,0.38364,2.31,0.015700001,11.5,6.0887756,4.111,57.521736,0.09911,11.958,5.06,430770000000.0,0.18760000000000002,0.033,30660000000.0,-0.0584,-0.0888,-0.044500000000000005,18980000000.0,0.26,7200000000.0,0.5920000000000001,0.0172,0.3243,2.885,1.0076,0.061,0.6114,0.172,0.6705,-0.1093,1.7562,0.262,0.11710000000000001,0.2023,0.473,72700000000.0,0.0795,0.21600000000000003,0.193,-0.009000000000000001,0.71,0.08199999999999999,0.1,0.079,0.065,0.0,
HOFV,3.75,3.93,6.4101357,4.8,3.75,4.8275714,3.93,,3.8,3.8,4.65,12.7,,3.58,4.61,4.8,-23.596,-0.64387465,,,0.0101,,,0.11026919,,,0.87,,3.93,19.433613,43.065,,,,,151750000000.0,0.22399999999999998,0.613,31820000000.0,0.1007,,0.0029,4650000000.0,-0.13390000000000002,-1600000000.0,0.023,0.0692,-0.45630000000000004,-1.037,-0.3822,,-0.361,,-0.3839,-0.6271,0.2822,-5.685,0.0642,-0.1691,-0.34619999999999995,7530000000.0,-0.8970999999999999,,,,,-0.11,,,,,
IMUX,14.66,15.33,11.584414,16.97,14.66,17.271286,15.33,,15.05,15.05,16.88,23.39,-8.746114,4.19,16.5,16.97,-3.653,0.017349005,-1.93,5.257,0.0126,0.24201,-3.276,0.11026919,3.2109566,0.02298,0.37,0.0189,15.33,,,,,,-0.34,350260000000.0,0.1514,0.023,12700000000.0,0.11019999999999999,-0.049,-0.022400000000000003,7180000000.0,-0.1577,-35900000000.0,0.254,0.0364,0.41969999999999996,0.884,1.1781,-0.516,0.1722,-0.578,0.7402,-0.2783,3.0286,0.40700000000000003,-0.0033,0.06,0.5905,,1.2206000000000001,0.498,,,,,0.155,,,,
NES,2.23,2.3234,1.8537608,3.8875,2.23,2.0192857,2.3234,1.649142,2.32,2.32,2.75,6.45,,0.943,2.72,3.8875,7.097,-0.41821027,,9.211,0.0023999999,0.98087996,-4.663,0.11026919,0.2898708,0.011720001,2.05,0.023599999,2.3234,0.31106147,0.464,,-0.51407003,,,40130000000.0,0.1973,0.006,15760000000.0,0.36920000000000003,,0.0,8630000000.0,0.27140000000000003,-73400000000.0,0.9740000000000001,0.0043,0.517,0.3,-0.0111,-0.314,-0.33909999999999996,-0.43,-0.07780000000000001,-0.586,1.8316999999999999,-0.349,0.2817,0.32159999999999994,0.1916,142800000000.0,-0.0027,0.275,-0.237,-0.207,0.20199999999999999,-0.45799999999999996,-0.0039000000000000003,-0.485,-0.514,,
PRPO,2.36,2.43,1.3870362,2.97,2.36,2.5957143,2.43,3.262399,2.36,2.36,2.4,,-9.225806,0.55,2.38,2.97,-5.792,-0.046849847,-0.31,0.863,0.0685,0.026080001,-1.734,0.11026919,3.3140209,0.01352,0.14,0.069299996,2.43,11.75699,12.073,,-2.7857902,,-0.09,41700000000.0,0.2119,0.001,16430000000.0,0.3059,0.708,0.6729999999999999,16219999999.999998,-0.15380000000000002,-14500000000.0,0.008,0.0694,1.8038999999999998,0.8320000000000001,1.4366999999999999,-0.723,0.1673,-1.105,0.3951,-0.6425,4.2,0.8109999999999999,0.1349,0.2968,0.8253,4000000000.0,-0.5706,0.682,-0.912,0.203,0.076,0.444,0.2,,,,3960000000.0
RVP,5.42,5.47,5.3231883,6.905,5.42,8.680572,5.47,1.743589,5.47,5.47,6.65,13.65,,0.85,6.43,6.905,40.113,5.3764706,,0.977,0.0543,0.104890004,0.183,0.11026919,6.622313,0.72786003,1.94,0.13,5.47,4.5435486,4.351,35.35519,0.14825,8.614,,209240000000.0,0.1937,0.44799999999999995,32790000000.0,0.1371,,0.0022,12050000000.0,-0.3465,6300000000.0,0.21100000000000002,0.1489,0.004699999999999999,2.1959999999999997,3.3423000000000003,0.154,6.4368,0.22,3.3133,-0.526,6.6568,8.613999999999999,-0.08470000000000001,-0.2267,0.5608,47000000000.0,0.6408,0.213,0.09699999999999999,0.039,0.33799999999999997,0.20800000000000002,,0.09,0.133,0.0,
SCON,0.24,0.34715,0.33268115,0.5278,0.24,0.4242857,0.34715,0.792084,0.308,0.308,0.3098,0.91,-0.93999994,0.12,0.3,0.5278,-0.908,-0.68,-0.37,0.08,0.0512,0.05314,-0.37,0.11026919,4.3475,0.00024000001,0.62,0.0587,0.34715,15.036886,7.109,,,,,11860000000.0,0.44920000000000004,0.127,31520000000.0,0.1659,,0.0,27510000000.0,-0.3312,-6100000000.0,0.052000000000000005,0.0587,-0.3993,0.6940000000000001,0.8295999999999999,-2.479,-0.581,-3.787,0.9016,-0.6294,1.8508000000000002,0.948,-0.0553,-0.17989999999999998,0.201,700000000.0,0.09849999999999999,0.5820000000000001,-6.192,-0.028999999999999998,,,,,,,3350000000.0
TRIL,9.46,13.78,6.6496015,14.14,9.46,8.846857,13.78,2.030523,12.61,12.61,13.2,14.14,-4.6541095,0.241,13.17,14.14,-14.166,25.350975,-2.92,0.539,0.0376,0.32716,-2.939,0.11026919,25.21336,0.00066,3.03,0.0387,13.78,5427.6934,3295.183,,,,,1130000000.0,0.4366,0.0007000000000000001,83440000000.0,0.2232,0.281,0.0,62360000000.0,0.6778,,0.3272,0.051,0.7203,-0.26899999999999996,1.6185,,34.207300000000004,,12.1942,0.1766,55.507299999999994,,0.3831,0.6034,1.5971000000000002,210000000.0,,,,,,3.6,,,,,1290000000.0
WBAI,3.35,3.45,4.019855,4.23,3.35,3.6065714,3.45,1.378483,3.01,3.01,,11.5,15.576924,2.51,3.99,4.23,,-0.6290144,0.26,4.861,0.052199997,0.10987,-1.265,0.11026919,0.83316195,0.22084999,39.78,,3.45,,,,,,,165850000000.0,0.209,0.2208,43000000000.0,0.2054,,0.0,21270000000.0,0.1188,-77000000000.0,0.092,0.10550000000000001,0.18420000000000003,-0.341,-0.3284,,-0.5302,,-0.5291,-0.6478,0.6135,0.376,0.166,0.1076,-0.23370000000000002,3700000000.0,-0.1292,-0.4,-0.875,-0.415,-0.473,-0.629,0.1575,,,,
XONE,13.89,13.92,8.168478,16.43,13.89,10.252571,13.92,2.429765,13.92,13.92,16.22,16.43,-24.923079,3.55,15.87,16.43,-20.782,0.48874605,-0.65,2.648,0.1191,0.35793,-0.89,0.11026919,6.117825,0.31117,15.58,0.2147,13.92,5.255905,4.208,,-0.27374,,-0.38,260980000000.00003,0.1663,0.019,16460000000.0,0.2414,0.156,0.1795,11720000000.0,0.604,-14500000000.0,0.457,0.17190000000000003,0.6547,-0.182,2.1395,-0.193,0.7959999999999999,-0.31,1.1716,0.1103,3.5633999999999997,-0.051,0.4671,0.6531999999999999,1.0598999999999998,52900000000.0,0.2968,0.094,-0.293,0.039,0.309,-0.275,0.46490000000000004,-0.257,-0.27399999999999997,,
XSPA,1.79,1.8489,77.9586,2.07,1.79,3.1757143,1.8489,2.763099,1.7599,1.7599,1.97,714.42,-6.677419,1.65,1.96,2.07,-8.652,-0.9950892,-0.31,0.469,0.1099,0.03635,-6.481,0.11026919,4.4136457,0.01831,0.8,0.1099,1.8489,4.5339985,2.631,,-2.59701,,,153140000000.0,0.1564,0.0183,67980000000.00001,0.0049,,-0.7522,56750000000.0,-0.4581,-80600000000.0,0.040999999999999995,0.11,-0.5868,0.826,1.6266,-2.1519999999999997,-0.5368999999999999,,0.022400000000000003,-0.7653,12.8,0.845,-0.2441,-0.3726,-0.1598,31200000000.0,0.0398,0.5529999999999999,43.275,1.025,0.134,-0.992,0.2,,,,8810000000.0
,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiftyTwoWeekLow,bid,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,heldPercentInsiders,shortRatio,shortPercentOfFloat,regularMarketPrice,priceToBook,trailingPE,pegRatio,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,ROE,Perf YTD,EPS past 5Y,52W High,Sales past 5Y,Gross Margin,52W Low,Sales Q/Q,EPS Q/Q,Avg Volume,SMA20,SMA50,SMA200,ROI,EPS next 5Y,Oper. Margin,Profit Margin,Payout
AGEN,4.19,4.19,3.1910071,5.38,4.19,3.7594285,4.19,2.061315,4.19,9.864674,4.19,5.25,5.38,-4.850467,1.82,5.2,5.38,7.745,-1.73741,-7.201,0.36482084,-1.07,-1.275,0.13229999,0.41541,-1.139,0.12938392,0.19714001,9.78,0.1481,4.19,,,,973900000000.0,0.23870000000000002,0.096,169130000000.0,0.2241,-0.049,-0.0421,152920000000.0,0.4703,-167900000000.0,0.495,0.1588,0.4437,96500000000.0,0.446,0.1487,0.9884999999999999,-0.965,0.6742,0.8,0.2752,-0.023,0.08460000000000001,0.847,0.993,1.8516,0.713,0.253,2480000000.0,0.2696,0.377,0.529,,,,,
GSUM,1.1,1.1,0.76907915,1.34,1.1,0.8244857,1.1,2.13432,1.079,,1.079,1.32,2.5,2.6875,0.237,1.32,1.34,,-1.6473,,-0.4660194,0.48,1.799,0.0023,0.29381,-1.516,0.12938392,0.09047,0.5,,1.1,0.717065,,,45960000000.0,0.1727,0.09050000000000001,33890000000.0,0.43320000000000003,,0.0,25440000000.0,0.7670999999999999,-78600000000.0,0.251,0.0031,0.44939999999999997,47700000000.0,0.059000000000000004,-0.21710000000000002,0.5926,-0.599,-0.36450000000000005,2.7769999999999997,0.0574,-0.434,-0.484,0.213,0.763,4.4430000000000005,-0.68,0.78,,0.4826,0.5899,0.2882,-7.577999999999999,,,,
KRA,14.53,14.73,13.305396,17.33,14.53,15.074857,14.73,3.068004,14.375,0.32725883,14.375,17.03,,12.923077,4.45,16.71,17.33,0.896,0.12077,7.22,-0.5733999,1.3,32.12,0.0379,1.01919,6.158,0.12938392,0.02865,3.5,0.0531,14.73,0.5230386,2.7281585,4.79,536260000000.0,0.1562,0.024,31780000000.0,0.1321,1.574,0.0,31270000000.0,0.0546,196800000000.0,0.976,0.038599999999999995,0.1429,1640000000.0,-0.35,0.020099999999999996,1.9474,0.068,-0.5012,0.22,-0.33649999999999997,0.852,-0.52,0.08,0.24,2.7752999999999997,-0.626,-1.149,,0.15560000000000002,0.0669,0.061900000000000004,0.06,0.06,0.139,0.12,0.0
NOVN,0.415,0.42,0.48134533,0.605,0.415,0.5814286,0.42,-0.26762,0.3925,13.880877,0.3925,0.53,3.72,-3.5199997,0.215,0.528,0.605,10.232,,-2.102,-0.84909093,-0.15,,0.040999997,0.09834,-0.703,0.12938392,0.18202999,0.13,0.041300002,0.42,,,,76410000000.0,0.2723,0.004,137470000000.0,0.1653,0.5,0.0,124810000000.0,-0.1484,-19800000000.0,0.049,0.0452,0.304,5200000000.0,-1.376,-0.47229999999999994,0.2878,-0.53,-0.8073,1.24,-0.8329000000000001,-0.059000000000000004,-0.8581,1.129,,1.4558000000000002,0.182,0.685,28710000000.0,0.1039,-0.0916,-0.3119,1.2890000000000001,,,,
PLSE,9.46,9.49,9.057302,11.71,9.46,10.410571,9.49,1.897478,9.49,,9.49,10.98,17.45,-6.711656,5.11,,11.71,,,-4.409,-0.34668505,-1.63,1.683,0.1018,0.10808,-2.323,0.12938392,0.45811,46.33,0.16450001,9.49,6.500297,,,280280000000.0,0.1564,0.46799999999999997,21530000000.0,0.16760000000000003,0.177,0.0008,13010000000.0,0.0499,-48700000000.0,0.11900000000000001,0.1973,0.359,,-0.03,0.31989999999999996,0.7993000000000001,-1.078,-0.2191,-1.435,-0.18420000000000003,,-0.37310000000000004,,,1.1409,,0.039,,0.0895,0.0452,0.0481,,,,,
PME,0.95,,1.0465468,1.33,0.95,0.9225714,,0.06243,0.94,1.1491116,0.94,1.2,2.4,,0.57,1.26,1.33,5.291,0.104949996,20.539,-0.57399106,,1.772,,0.0114,0.115,0.12938392,0.57432,0.08,0.0001,,0.7095937,10.933913,,104490000000.0,0.3236,0.5743,79060000000.0,0.3973,,0.0,33650000000.0,0.2701,9100000000.0,0.012,0.0001,0.0934,86500000000.0,-0.5760000000000001,0.06860000000000001,0.1459,0.02,-0.4179,0.066,0.0059,-0.419,-0.47609999999999997,-0.174,0.22899999999999998,1.2056,-0.078,-1.344,,0.42979999999999996,0.3019,0.1598,0.036000000000000004,,0.22,0.105,0.0
PRTK,4.65,4.89,4.373597,5.7782,4.65,4.54,4.89,1.510033,4.875,8.880986,4.875,5.7,6.41,-8.042857,2.5,5.63,5.7782,11.035,,,-0.1696428,-0.7,-1.401,0.078099996,0.54846,-2.919,0.12938392,0.09806,6.16,0.08180001,4.89,,,0.02,258470000000.00003,0.2108,0.037000000000000005,43630000000.0,0.2213,0.607,-0.0216,41320000000.0,0.2883,-110700000000.0,0.508,0.0858,0.2898,30100000000.0,-0.102,0.1309,0.7929999999999999,-0.45899999999999996,0.052300000000000006,2.225,0.397,0.129,-0.1217,0.307,0.787,1.252,3.65,0.484,,0.24350000000000002,0.20350000000000001,0.36340000000000006,-0.524,,,,
QH,6.68,6.64,8.801046,9.17,6.68,8.260143,6.64,,6.64,,6.64,8.57,22.99,,6.52,8.42,9.17,,0.0035499998,,-0.47689903,,,,,,0.12938392,,,,6.64,,,,446370000000.0,0.2455,,53650000000.0,0.1604,,,3110000000.0,-0.0165,-1700000000.0,,0.0,,300400000000.0,0.7240000000000001,,,,,,-0.34850000000000003,,-0.6381,,0.079,0.2761,0.578,,,0.041100000000000005,-0.0547,-0.0547,0.055,,-0.006,-0.006,
RENN,1.15,1.16,2.3033094,1.8,1.15,2.376,1.16,2.180602,1.1301,0.10853437,1.1301,1.64,5.5,-2.2054794,0.45,1.57,1.8,0.254,-0.14607,-0.835,-0.56439435,-0.73,4.436,0.0023,0.14276,-2.25,0.12938392,0.50069,2.09,,1.16,0.3629396,,,43840000000.0,0.4,0.5007,23310000000.0,-0.24050000000000002,,0.0,4200000000.0,-0.40259999999999996,-51100000000.0,0.136,0.0128,-0.6083,349800000000.0,0.665,0.0129,0.8506,-0.139,-0.39020000000000005,-0.348,-0.35340000000000005,-0.20800000000000002,-0.7073,0.496,0.008,2.5778,1.995,0.446,,-0.20829999999999999,-0.4165,-0.2854,-1.426,,-0.551,-0.146,
TCON,3.57,3.68,1.9644748,4.28,3.57,1.964,3.68,1.947045,3.6412,,3.6412,4.23,5.47,-2.1804123,0.95,4.2,4.28,,,-1.523,-0.27878785,-1.94,0.386,0.0033000002,0.25344,-3.976,0.12938392,0.02803,0.05,0.0033000002,3.68,10.9585495,,,45300000000.0,0.18489999999999998,0.015,13180000000.0,0.7336,0.317,,6520000000.0,1.4882,-17600000000.0,0.146,0.0043,1.1364,,0.424,0.22579999999999997,2.7105,-0.996,-0.1632,-5.625,0.8077,-0.049,-0.22640000000000002,,,3.4526,,0.67,1290000000.0,1.0171999999999999,1.1719,0.7836,,,,,
,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,dayLow,ask,forwardPE,fiftyTwoWeekLow,bid,dayHigh,profitMargins,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,shortRatio,regularMarketPrice,priceToSalesTrailing12Months,enterpriseToRevenue,enterpriseToEbitda,heldPercentInsiders,shortPercentOfFloat,pegRatio,fiftyTwoWeekHigh,trailingPE,earningsQuarterlyGrowth,trailingAnnualDividendYield,trailingAnnualDividendRate,fiveYearAvgDividendYield,Market Cap,Change,Shs Outstand,Perf Week,EPS next Y,Shs Float,Perf Month,Inst Own,Short Float,Perf Quarter,EPS this Y,Perf Half Y,Perf Year,Perf YTD,52W High,52W Low,Sales Q/Q,SMA20,SMA50,SMA200,Insider Own,Insider Trans,Income,Sales,Inst Trans,ROA,ROE,EPS past 5Y,ROI,Sales past 5Y,EPS Q/Q,Avg Volume,EPS next 5Y,Gross Margin,Oper. Margin,Profit Margin,Payout
BFRA,7.38,7.91,8.03575,10.75,7.38,11.151915,7.91,1.38012,8.25,8.25,8.74,-6.3623185,5.27,8.29,10.75,-0.65508,-0.4698276,-1.38,0.678,0.0011,0.00088,-0.762,0.1103282,12.949853,0.04,7.91,,,,,,,,,,,,,196890000000.0,0.18969999999999998,22420000000.0,0.0681,-0.6829999999999999,11480000000.0,-0.7118000000000001,0.0009,0.0123,0.4583,-1.278,-0.38270000000000004,-0.3336,-0.1474,-0.8402,0.6678000000000001,0.359,-0.1777,-0.09390000000000001,-0.2289,,,,,,,,,,,,,,,,,
CBLI,1.89,1.88,2.1254287,2.38,1.89,2.3088572,1.88,0.707357,1.88,1.88,2.22,,0.5,2.16,2.38,-2.4661999,0.7757008,,-0.132,0.011,0.03681,-0.184,0.1103282,,0.48,1.88,35.20275,30.29,-14.25,0.64394,0.022,,,,,,,,27210000000.0,0.2263,11950000000.0,0.4121,,5670000000.0,-0.1107,0.07200000000000001,0.038,0.49200000000000005,0.267,0.0,1.2843,2.8704,-0.534,3.66,-0.667,0.11220000000000001,-0.0139,0.2376,0.6439,0.0,-2100000000.0,900000000.0,1.6786,-0.8290000000000001,0.613,-0.19,0.525,-0.214,0.433,1450000000.0,,,,,
CIDM,0.715,0.71,1.0860714,1.16,0.715,1.1894286,0.71,1.576365,0.64,0.64,0.8339,-8.260909,0.25,0.83,1.16,-0.83245003,-0.24210525,-0.11,-0.047,0.0031,0.02815,-0.516,0.1103282,,0.2,0.71,2.6886578,3.161,25.109,0.51225,0.010199999,-0.23,,,,,,,109820000000.0,0.2709,94420000000.0,0.18489999999999998,0.645,43380000000.0,-0.36450000000000005,0.09300000000000001,0.011000000000000001,-0.5943,0.21600000000000003,1.5866,-0.0913,0.2981,-0.8486,2.6348000000000003,-0.38799999999999996,-0.0432,-0.3533,-0.0592,0.08,0.0,-29900000000.0,35500000000.0,2.2148,-0.292,1.095,0.379,-0.172,-0.179,-0.5820000000000001,2210000000.0,0.1,0.5429999999999999,-0.12300000000000001,-0.8420000000000001,
CKPT,2.8,2.98,1.9140357,3.83,2.8,2.2652857,2.98,1.983957,2.91,2.91,3.38,-8.51282,1.05,3.31,3.83,,-0.014084518,-0.39,0.258,0.0295,0.12211,-0.491,0.1103282,12.868217,4.34,2.98,155.11673,110.831,,0.3143,0.0398,,3.83,,,,,,208530000000.0,0.1857,51800000000.0,0.46259999999999996,-0.147,45350000000.0,0.6683,0.135,0.032799999999999996,0.6939,0.45,1.8376,0.1857,0.9301999999999999,0.0375,2.1619,-0.96,0.4637,0.5236,0.8098000000000001,0.02,0.0,-22000000000.0,1300000000.0,0.1884,-1.01,-1.56,,-1.3219999999999998,,0.38799999999999996,,,,,,
CODX,11.62,11.75,15.292214,14.16,11.62,17.662428,11.75,-1.670797,11.75,11.75,13.8,5.252874,0.846,13.75,14.16,0.31422,9.66055,2.61,1.192,0.2794,0.09172,0.351,0.1103282,11.5016775,1.83,11.75,15.730534,11.957,38.159,0.24211,0.2794,,30.99,39.05983,,,,,434610000000.0,0.17989999999999998,27580000000.0,0.4742,0.42460000000000003,25080000000.0,-0.2994,0.29100000000000004,0.2651,-0.1195,0.264,0.39049999999999996,11.934000000000001,14.315,-0.5576,15.1999,454.449,0.0705,-0.2389,0.2231,0.2421,-0.0129,8100000000.0,25700000000.0,0.9843999999999999,0.514,0.562,-0.226,-3.467,,6.487,3880000000.0,,0.654,0.305,0.314,0.0
FRTA,14.15,14.57,10.223429,16.77,14.15,13.957429,14.57,2.50202,14.5,14.5,16.44,15.392522,3.45,16.52,16.77,0.01754,0.8993288,1.07,2.076,0.0337,1.01249,0.418,0.1103282,7.9335256,7.59,14.57,0.6779657,1.367,10.318,0.01314,0.1161,-0.47,16.77,39.401913,8.179,,,,1080000000.0,0.16399999999999998,65090000000.0,0.2057,0.34850000000000003,18900000000.0,0.061900000000000004,0.981,0.12140000000000001,0.8079000000000001,0.701,1.0981,1.2624,0.42469999999999997,0.0313,3.7739,-0.39299999999999996,0.17809999999999998,0.2231,0.5142,0.006999999999999999,-0.021400000000000002,27800000000.0,1580000000.0,0.0163,0.015,0.23,-0.226,0.055999999999999994,0.207,2.174,,,0.21,0.071,0.018000000000000002,0.0
HJLI,0.41,0.4035,0.39605,0.5789,0.41,0.36314285,0.4035,1.859471,0.4035,0.4035,0.54,-1.0250908,0.211,0.54,0.5789,,-0.5729166,-0.55,0.015,0.0541,0.01271,-0.364,0.1103282,37.586666,0.07,0.4035,,,-2.342,0.22436,0.056399997,,1.01,,,,,,22220000000.0,0.3751,21460000000.0,0.4523,,18190000000.0,0.5815,0.011000000000000001,0.0282,0.3145,0.723,0.5536,-0.41859999999999997,0.025099999999999997,-0.44179999999999997,1.6708,,0.48100000000000004,0.5108,0.28190000000000004,0.095,-0.1956,-6900000000.0,0.0,2.8503,-1.757,-6.225,-0.39799999999999996,,,0.42200000000000004,11470000000.0,,,,,
SALM,0.9405,0.9439,1.1159285,1.3434,0.9405,1.3605714,0.9439,1.561872,0.94,0.94,1.25,-63.75,0.65,1.26,1.3434,-0.34283,-0.47191012,-0.02,4.927,0.027999999,0.22447,-3.084,0.1103282,0.25877815,0.76,0.9439,0.1418324,1.286,13.119,0.47557,0.0643,-0.06,2.62,,,0.12227538,0.115,8.37,35480000000.0,0.3557,26680000000.0,0.3309,0.991,11120000000.0,-0.12369999999999999,0.15,0.0848,0.252,-7.615,0.27699999999999997,-0.213,-0.11460000000000001,-0.5134000000000001,0.9615,-0.182,0.1865,-0.0463,0.0478,0.225,0.08439999999999999,-82200000000.0,239900000000.0,-0.1886,-0.14800000000000002,-0.506,-0.47600000000000003,-0.025,-0.01,0.314,1680000000.0,0.07,0.17,-0.127,-0.34299999999999997,
TLGT,1.17,1.17,17172.67,1.43,1.17,1.8014286,1.17,1.578595,1.17,1.17,1.3,-0.27579364,1.04,1.26,1.43,-0.96598,-0.9999882,-5.04,-7.007,0.1557,0.61247003,-9.885,0.1103282,,1.36,1.17,0.13511488,3.604,-15.067,0.01016,0.156,-0.01,,,,,,,7410000000.0,0.17800000000000002,5590000000.0,0.31129999999999997,0.239,5330000000.0,-0.40090000000000003,0.494,0.1381,-0.545,0.31,-0.5207,-0.8663,-0.6736,-0.8725,0.33649999999999997,-0.257,-0.044800000000000006,-0.2955,-0.6042000000000001,0.0102,0.0,-53600000000.0,55500000000.0,-0.0873,-0.275,2.8539999999999996,-0.495,-0.051,0.14300000000000002,-2.459,,0.15,0.19,-0.528,-0.966,
